Series ID,Year,Period,Label,Value,1-Month Net Change,1-Month % Change
CES0000000001,1939,M01,1939 Jan,29923, N/A, N/A
CES0000000001,1939,M02,1939 Feb,30100,177,0.6
CES0000000001,1939,M03,1939 Mar,30280,180,0.6
CES0000000001,1939,M04,1939 Apr,30094,-186,-0.6
CES0000000001,1939,M05,1939 May,30299,205,0.7
CES0000000001,1939,M06,1939 Jun,30502,203,0.7
CES0000000001,1939,M07,1939 Jul,30419,-83,-0.3
CES0000000001,1939,M08,1939 Aug,30663,244,0.8
CES0000000001,1939,M09,1939 Sep,31031,368,1.2
CES0000000001,1939,M10,1939 Oct,31411,380,1.2
CES0000000001,1939,M11,1939 Nov,31470,59,0.2
CES0000000001,1939,M12,1939 Dec,31542,72,0.2
CES0000000001,1940,M01,1940 Jan,31603,61,0.2
CES0000000001,1940,M02,1940 Feb,31715,112,0.4
CES0000000001,1940,M03,1940 Mar,31825,110,0.3
CES0000000001,1940,M04,1940 Apr,31701,-124,-0.4
CES0000000001,1940,M05,1940 May,31879,178,0.6
CES0000000001,1940,M06,1940 Jun,31977,98,0.3
CES0000000001,1940,M07,1940 Jul,31942,-35,-0.1
CES0000000001,1940,M08,1940 Aug,32352,410,1.3
CES0000000001,1940,M09,1940 Sep,32810,458,1.4
CES0000000001,1940,M10,1940 Oct,33267,457,1.4
CES0000000001,1940,M11,1940 Nov,33669,402,1.2
CES0000000001,1940,M12,1940 Dec,34174,505,1.5
CES0000000001,1941,M01,1941 Jan,34481,307,0.9
CES0000000001,1941,M02,1941 Feb,34843,362,1.0
CES0000000001,1941,M03,1941 Mar,35092,249,0.7
CES0000000001,1941,M04,1941 Apr,35468,376,1.1
CES0000000001,1941,M05,1941 May,36182,714,2.0
CES0000000001,1941,M06,1941 Jun,36650,468,1.3
CES0000000001,1941,M07,1941 Jul,37137,487,1.3
CES0000000001,1941,M08,1941 Aug,37544,407,1.1
CES0000000001,1941,M09,1941 Sep,37835,291,0.8
CES0000000001,1941,M10,1941 Oct,37949,114,0.3
CES0000000001,1941,M11,1941 Nov,38024,75,0.2
CES0000000001,1941,M12,1941 Dec,38104,80,0.2
CES0000000001,1942,M01,1942 Jan,38347,243,0.6
CES0000000001,1942,M02,1942 Feb,38512,165,0.4
CES0000000001,1942,M03,1942 Mar,38935,423,1.1
CES0000000001,1942,M04,1942 Apr,39352,417,1.1
CES0000000001,1942,M05,1942 May,39771,419,1.1
CES0000000001,1942,M06,1942 Jun,40029,258,0.6
CES0000000001,1942,M07,1942 Jul,40472,443,1.1
CES0000000001,1942,M08,1942 Aug,40988,516,1.3
CES0000000001,1942,M09,1942 Sep,41259,271,0.7
CES0000000001,1942,M10,1942 Oct,41515,256,0.6
CES0000000001,1942,M11,1942 Nov,41674,159,0.4
CES0000000001,1942,M12,1942 Dec,41915,241,0.6
CES0000000001,1943,M01,1943 Jan,42172,257,0.6
CES0000000001,1943,M02,1943 Feb,42393,221,0.5
CES0000000001,1943,M03,1943 Mar,42552,159,0.4
CES0000000001,1943,M04,1943 Apr,42647,95,0.2
CES0000000001,1943,M05,1943 May,42596,-51,-0.1
CES0000000001,1943,M06,1943 Jun,42781,185,0.4
CES0000000001,1943,M07,1943 Jul,42700,-81,-0.2
CES0000000001,1943,M08,1943 Aug,42546,-154,-0.4
CES0000000001,1943,M09,1943 Sep,42492,-54,-0.1
CES0000000001,1943,M10,1943 Oct,42675,183,0.4
CES0000000001,1943,M11,1943 Nov,42821,146,0.3
CES0000000001,1943,M12,1943 Dec,42746,-75,-0.2
CES0000000001,1944,M01,1944 Jan,42654,-92,-0.2
CES0000000001,1944,M02,1944 Feb,42538,-116,-0.3
CES0000000001,1944,M03,1944 Mar,42294,-244,-0.6
CES0000000001,1944,M04,1944 Apr,42063,-231,-0.5
CES0000000001,1944,M05,1944 May,41985,-78,-0.2
CES0000000001,1944,M06,1944 Jun,41947,-38,-0.1
CES0000000001,1944,M07,1944 Jul,41904,-43,-0.1
CES0000000001,1944,M08,1944 Aug,41850,-54,-0.1
CES0000000001,1944,M09,1944 Sep,41679,-171,-0.4
CES0000000001,1944,M10,1944 Oct,41708,29,0.1
CES0000000001,1944,M11,1944 Nov,41711,3,0.0
CES0000000001,1944,M12,1944 Dec,41860,149,0.4
CES0000000001,1945,M01,1945 Jan,41895,35,0.1
CES0000000001,1945,M02,1945 Feb,41897,2,0.0
CES0000000001,1945,M03,1945 Mar,41798,-99,-0.2
CES0000000001,1945,M04,1945 Apr,41446,-352,-0.8
CES0000000001,1945,M05,1945 May,41304,-142,-0.3
CES0000000001,1945,M06,1945 Jun,41149,-155,-0.4
CES0000000001,1945,M07,1945 Jul,40874,-275,-0.7
CES0000000001,1945,M08,1945 Aug,40466,-408,-1.0
CES0000000001,1945,M09,1945 Sep,38507,-1959,-4.8
CES0000000001,1945,M10,1945 Oct,38600,93,0.2
CES0000000001,1945,M11,1945 Nov,38996,396,1.0
CES0000000001,1945,M12,1945 Dec,39110,114,0.3
CES0000000001,1946,M01,1946 Jan,39829,719,1.8
CES0000000001,1946,M02,1946 Feb,39244,-585,-1.5
CES0000000001,1946,M03,1946 Mar,40195,951,2.4
CES0000000001,1946,M04,1946 Apr,40913,718,1.8
CES0000000001,1946,M05,1946 May,41349,436,1.1
CES0000000001,1946,M06,1946 Jun,41735,386,0.9
CES0000000001,1946,M07,1946 Jul,42153,418,1.0
CES0000000001,1946,M08,1946 Aug,42642,489,1.2
CES0000000001,1946,M09,1946 Sep,42915,273,0.6
CES0000000001,1946,M10,1946 Oct,43093,178,0.4
CES0000000001,1946,M11,1946 Nov,43395,302,0.7
CES0000000001,1946,M12,1946 Dec,43379,-16,0.0
CES0000000001,1947,M01,1947 Jan,43535,156,0.4
CES0000000001,1947,M02,1947 Feb,43557,22,0.1
CES0000000001,1947,M03,1947 Mar,43607,50,0.1
CES0000000001,1947,M04,1947 Apr,43499,-108,-0.2
CES0000000001,1947,M05,1947 May,43638,139,0.3
CES0000000001,1947,M06,1947 Jun,43810,172,0.4
CES0000000001,1947,M07,1947 Jul,43743,-67,-0.2
CES0000000001,1947,M08,1947 Aug,43960,217,0.5
CES0000000001,1947,M09,1947 Sep,44203,243,0.6
CES0000000001,1947,M10,1947 Oct,44411,208,0.5
CES0000000001,1947,M11,1947 Nov,44484,73,0.2
CES0000000001,1947,M12,1947 Dec,44581,97,0.2
CES0000000001,1948,M01,1948 Jan,44679,98,0.2
CES0000000001,1948,M02,1948 Feb,44533,-146,-0.3
CES0000000001,1948,M03,1948 Mar,44683,150,0.3
CES0000000001,1948,M04,1948 Apr,44379,-304,-0.7
CES0000000001,1948,M05,1948 May,44796,417,0.9
CES0000000001,1948,M06,1948 Jun,45034,238,0.5
CES0000000001,1948,M07,1948 Jul,45160,126,0.3
CES0000000001,1948,M08,1948 Aug,45178,18,0.0
CES0000000001,1948,M09,1948 Sep,45294,116,0.3
CES0000000001,1948,M10,1948 Oct,45245,-49,-0.1
